Price,Location,Size,Bedrooms,Bathrooms,Wardrobes,Cabinets,Balcony,Parking,Quarters
20 000 000 Rwf,20M GASANZE,/,5.0,2.0,,Yes,,,
300 000 000 Rwf,www.gobelandhouse.com is selling a house at Nyarutarama@300millions,30/30m,,4.0,,,,Yes,Yes
95 000 000 Rwf,"KIGALI,KIBAGABAGA",/,4.0,3.0,,Yes,,Yes,
130 000 000 Rwf,"KIGALI,KIBAGABAGA",/,5.0,4.0,,Yes,,Yes,
50 000 000 Rwf,www.gobelandhouse.com/ Kanombe @50 millions,25/25m,4.0,3.0,,,,Yes,Yes
80 000 000 Rwf,Kimironko 80M,400sqm,4.0,3.0,,,,,
130 000 000 Rwf,130M kimihurura,20mx30m,3.0,3.0,,,,,
55 000 000 Rwf,55M KABEZA,/,4.0,3.0,,Yes,,,
45 000 000 Rwf,45M,25mx20m,4.0,2.0,Yes,Yes,Yes,Yes,
70 000 000 Rwf,70M KIMIRONKO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
35 000 000 Rwf,Kigali-Kabuga-muyumbu house for sale@35 millions,25/30m,4.0,2.0,,,,Yes,Yes
50 000 000 Rwf,50m kagarama,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
75 000 000 Rwf,"kicukiro, house for sale @75.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
80 000 000 Rwf,"Kigali, Kagarama",/,,1.0,,Yes,,,
73 000 000 Rwf,Kigali 73M,30/20p,4.0,3.0,,Yes,,Yes,Yes
35 000 000 Rwf,35m kanombe,25M/30M,4.0,3.0,,,,Yes,
Negotiable,KIGALI CITY,,4.0,3.0,Yes,Yes,Yes,Yes,
58 000 000 Rwf,Kigali,,4.0,3.0,Yes,,Yes,Yes,Yes
29 000 000 Rwf,NYAMATA KARIYERI,,4.0,3.0,,,Yes,,Yes
50 000 000 Rwf,50m kimironko,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
35 000 000 Rwf,kigali ,/,3.0,2.0,,,,Yes,
120 000 000 Rwf,"kibagabaga, @120.000.000 Rwf",25/30m,4.0,4.0,,,,Yes,Yes
65 000 000 Rwf,kigali kicukiro,25/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Rwf,"kigali,kimironko",,4.0,3.0,,,Yes,Yes,
110 000 000 Rwf,110M KIBAGABAGA,,5.0,4.0,Yes,Yes,Yes,Yes,Yes
18 000 000 Rwf,www.kigalidealer.com,20/15 ,,,,,,,
28 000 000 Rwf,MASAKA,340sqm,4.0,3.0,Yes,,,Yes,Yes
18 000 000 Rwf,Kigali,/,4.0,1.0,,,,,Yes
35 000 000 Rwf,Gacuriro,/,,,,,,,
35 000 000 Rwf,KIMIRONKO,/,,,,,,,
450 000 000 Rwf,Nyarutarama,30x35 ,6.0,5.0,Yes,,,Yes,Yes
150 000 000 Rwf,nyarutarama house for sale@ 150 millions,35/30m,5.0,4.0,,,,Yes,Yes
65 000 000 Rwf,kicukiro house for sale @65 millions,25/30m,4.0,3.0,Yes,,,Yes,Yes
60 000 000 Rwf,KANOMBE,/,4.0,3.0,,,,Yes,Yes
25 000 000 Rwf,REBERO,/,,,,,,,
60 000 000 Rwf,kigali-kanombe-festus,20mx20m,4.0,3.0,,,,,
38 000 000 Rwf,38M KANOMBE,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
150 000 000 Rwf,"KIGALI, NYARUTARAMA",/,5.0,4.0,,Yes,,Yes,
130 000 000 Rwf,130M kimihurura,20mx30m,3.0,3.0,,,,,
160 000 000 Rwf,Nyarutarama 160M,/,5.0,4.0,,,Yes,Yes,
80 000 000 Rwf,kigali,20/30f,,3.0,,Yes,,Yes,Yes
65 000 000 Rwf,kigali kagugu,30/35m,4.0,3.0,,,,Yes,Yes
25 000 000 Rwf,Kigali-kimironko,/,,,,,,,
55 000 000 Rwf,kigali kanombe,25/25m,4.0,3.0,,,,Yes,Yes
3 500 000 Rwf,Kigali Gasanze,/,,,,,,,
100 000 000 Rwf,"www.gobeland.com,kibagabaga @100 millions",25/20m,4.0,4.0,,,,Yes,Yes
25 000 000 Rwf,25M KANOMBE,25m/30m,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,60M NIBOYI,20mx30m,4.0,3.0,,,,,Yes
56 000 000 Rwf,kanombe @56.000.000 Rwf,28/30m,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,www.gobeland.com/kigali-kanombe@60 millions,25/20m,4.0,3.0,,,,Yes,
130 000 000 Rwf,130M kimihurura,20mx30m,3.0,3.0,,,,,
45 000 000 Rwf,45M KANOMBE,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Rwf,Kimironko house for sale@50 millions,25/30m,4.0,3.0,,,,Yes,Yes
75 000 000 Rwf,"kicukiro, house for sale @75.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
45 000 000 Rwf,45m kimironko,/,4.0,3.0,,Yes,,,
160 000 000 Rwf,www.gobelandhouse.com is selling a house at kicukiro@160.000.000RWF,35/30m,5.0,4.0,,,,Yes,Yes
250 000 000 Rwf,kabeza,30/30m,4.0,4.0,,,,Yes,Yes
160 000 000 Rwf,Nyarutarama@160 millions,/,4.0,4.0,Yes,,,,
25 000 000 Rwf,kigali ,/,,1.0,,,,,Yes
38 000 000 Rwf,38M MASAKA,20/30C,4.0,3.0,,,,Yes,
65 000 000 Rwf,kigali kanombe,25/30m,4.0,3.0,,,,Yes,Yes
42 000 000 Rwf,www.kigalidealer.com,20/30 ,,,,,,,
30 000 000 Rwf,kacyiru 30M,15mx20m,4.0,2.0,,,,Yes,Yes
110 000 000 Rwf,110M KIBAGABAGA,25m/30m,4.0,0.0,,,,Yes,Yes
50 000 000 Rwf,50m kagarama,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
160 000 000 Rwf,Kibagabaga,/,4.0,4.0,,,Yes,Yes,Yes
85 000 000 Rwf,85m gihogwe/jali,20mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
38 000 000 Rwf,38M KABUGA,/,4.0,3.0,,Yes,,,
70 000 000 Rwf,Kigali,100 me,3.0,2.0,,,,Yes,
45 000 000 Rwf,kigali masaka,25/30m,4.0,3.0,,,,Yes,Yes
70 000 000 Rwf,70M Kibagabaga,20mx30m,4.0,3.0,,,,,Yes
70 000 000 Rwf,"KIGALI,KIMIRONKO",/,4.0,3.0,,Yes,,Yes,
35 000 000 Rwf,Gatenga,/,4.0,1.0,,,,Yes,Yes
40 000 000 Rwf,Kanombe 40M,500sqm,4.0,2.0,,,,,
34 000 000 Rwf,34m gisozi,/,4.0,3.0,,Yes,,,
35 000 000 Rwf,35M nyamata-kanzenze,/,4.0,3.0,,Yes,,,
75 000 000 Rwf,kigali kimironko,25/25m,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,kigali-kanombe-festus,20m/20m,4.0,3.0,,,,Yes,Yes
7 500 000 Rwf,Nyamata,33/28,4.0,,,,,,
60 000 000 Rwf,kabeza house for sale@60 millions,/,,1.0,,,,,
49 000 000 Rwf,49M kanombe,/,4.0,3.0,,Yes,,,
45 000 000 Rwf,www.kigalidealer.com,600Sqm,4.0,4.0,,,Yes,,Yes
120 000 000 Rwf,kacyiru:kivuproperty.com,35mx30m,4.0,3.0,,,,,
35 000 000 Rwf,Kinyinya,/,4.0,2.0,,,,Yes,
70 000 000 Rwf,"kicukiro, house for sale @75.000.000 Rwf",20/25m,4.0,3.0,,,,Yes,Yes
58 000 000 Rwf,www.Gobelandhouse.com is selling a house at Kanombe@58millions,25/30m,4.0,3.0,,,,Yes,Yes
37 000 000 Rwf,Kigali,/,4.0,3.0,,,,,
75 000 000 Rwf,Kimironko house for sale@75 millions,20/30m,4.0,3.0,,,,Yes,Yes
67 500 000 Rwf,Kigali,,3.0,2.0,,Yes,Yes,,
49 000 000 Rwf,49M kanombe,/,4.0,3.0,,Yes,,,
55 000 000 Rwf,Kanombe house for sale@55 millions,20/25m,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,kigali remera,25/30m,4.0,3.0,,,,Yes,Yes
25 000 000 Rwf,25M KABEZA,20mx30m,4.0,3.0,,,,,
39 000 000 Rwf,Kanombe 39m,500sqm,4.0,3.0,,,,,
50 000 000 Rwf,kanombe kigali,/,4.0,3.0,,,,Yes,Yes
15 000 000 Rwf,kigali ,30mx30m,3.0,1.0,,,,,
160 000 000 Rwf,KIBAGABAGA,/,,,,,,,
38 000 000 Rwf,Nyamirambo,/,4.0,2.0,,,,Yes,
48 000 000 Rwf,48M kanombe,/,4.0,3.0,,,,,
130 000 000 Rwf,Kimironko house for sale@130 millions,30/25P,6.0,4.0,Yes,,,Yes,Yes
30 000 000 Rwf,30M KANOMBE,15mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
95 000 000 Rwf,kigali-kicukiro,20m/30m,5.0,4.0,Yes,,,Yes,Yes
70 000 000 Rwf,ZINDIRO,/,,3.0,Yes,,,Yes,Yes
$ 1 000,"Kibagabaga, Kigali",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Rwf,45M GIKONDO,/,4.0,3.0,,Yes,,,
21 000 000 Rwf,21M GISOZI,400SQM,3.0,1.0,,,,,Yes
34 000 000 Rwf,34M near ECOLE BELGE,/,4.0,2.0,,Yes,,,
35 000 000 Rwf,KIMIRONKO 35millions,30mx30m,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,kanombe @55.000.000 Rwf,25/25m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,kigali kanombe,25/30m,4.0,3.0,,,,Yes,Yes
100 000 000 Rwf,kigali-kibagabaga,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Rwf,60M KANOMBE,/,4.0,3.0,,Yes,,,
70 000 000 Rwf,www.gobeland.com kabeza @70.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,50m kagarama,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
$ 63 000,KANOMBE,/,,,,,,,
130 000 000 Rwf,kigali gacuriro,27/30m,5.0,5.0,,,,Yes,Yes
65 000 000 Rwf,kigali kibagabaga,/,4.0,3.0,,,,Yes,Yes
70 000 000 Rwf,"kimironko house for sale 4 bedrooms,price:75.000.000 Rwf",25/25m,4.0,3.0,,,,Yes,Yes
85 000 000 Rwf,85M KICUKIRO,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
60 000 000 Rwf,www.gobelandhouse.com is selling a house at Gikondo @60.000.000RWF,25/30m,,1.0,,,,Yes,Yes
54 000 000 Rwf,kigali gisozi,40 / ,,3.0,,,,Yes,
160 000 000 Rwf,"kigali-kimironko,festus",/,5.0,4.0,,,,,Yes
80 000 000 Rwf,kigali remera,/,4.0,3.0,,,,Yes,Yes
75 000 000 Rwf,kigali kicukiro,25/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,35m kanombe,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
80 000 000 Rwf,"KIGALI,KICUKIRO",/,4.0,3.0,,Yes,,,Yes
55 000 000 Rwf,"KIGALI,KICUKIRO",/,4.0,3.0,,Yes,,Yes,
45 000 000 Rwf,kigali kanombe,20/30m,4.0,3.0,,,,Yes,Yes
10 000 000 Rwf,10M KANOMBE,25m/30m,4.0,0.0,,,,Yes,Yes
48 000 000 Rwf,48M kanombe,30mx30m,4.0,3.0,,,,Yes,
55 000 000 Rwf,"www.gobeland.com,kanombe @55 millions",25/20m,,1.0,,,,Yes,Yes
50 000 000 Rwf,50m kimironko,20MX30M,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,35M KIMIRONKO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
24 000 000 Rwf,24M NYAMATA,30mx30m,4.0,3.0,,,,Yes,Yes
46 000 000 Rwf,kigali-kanombe@festus,600sqm,4.0,1.0,,,,,Yes
65 000 000 Rwf,Kigali-Kimironko house for sale@65 millions:www.gobeland.com,25/30m,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,kanombe @60.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
40 000 000 Rwf,40M KANOMBE,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
30 000 000 Rwf,30M masaka,20m/30m,4.0,2.0,,,,Yes,Yes
32 000 000 Rwf,32M KABEZA,/,4.0,3.0,,Yes,,,
30 000 000 Rwf,30M GACURIRO,/,4.0,3.0,,Yes,,,
9 000 000 Rwf,kigali ,/,,,,,,,Yes
200 000 Rwf,KIMIRONKO,/,3.0,,,,,,
60 000 000 Rwf,kimironko @60.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
18 000 000 Rwf,Kigali Kicukiro,22/18,3.0,,,,,,
40 000 000 Rwf,40M kimironko,/,4.0,3.0,,Yes,,,
300 000 000 Rwf,kigali gacuriro,25/25m,4.0,5.0,,,,Yes,Yes
70 000 000 Rwf,"kicukiro, house for sale @70.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
52 000 000 Rwf,Kigali,22/30C,4.0,3.0,,,,Yes,
130 000 000 Rwf,www.gobeland.com/ kibagabaga@ 130 millions,20/25m,5.0,4.0,,,,Yes,Yes
35 000 000 Rwf,Kigali Gacuriro ,25/30 ,,,,,,,
55 000 000 Rwf,Kanombe house for sale@55 millions,25/20â,5.0,3.0,,,,Yes,Yes
45 000 000 Rwf,45M KABEZA,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
35 000 000 Rwf,Kigali 35M,30/20p,4.0,3.0,,Yes,,Yes,Yes
1 500 000 000 Rwf,kigali kibagabaga ,/,4.0,3.0,,,,Yes,Yes
38 000 000 Rwf,38M kanombe,/,4.0,3.0,,Yes,,,
130 000 000 Rwf,"Gacuriro, house for sale @130.000.000 RWF",30/30m,5.0,5.0,,,,Yes,Yes
65 000 000 Rwf,65m kimironko,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
25 000 000 Rwf,25M GAHANGA,15mx20m,4.0,3.0,,,,Yes,
25 000 000 Rwf,kigali kagugu,20/25m,,1.0,,,,,Yes
60 000 000 Rwf,60M KIMIRONKO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Rwf,45M KARUMUNA,40mx30m,4.0,2.0,,,,,
Negotiable,Kigali - Kanombe ,/,,3.0,,Yes,,Yes,
30 000 000 Rwf,30M KANOMBE,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
15 000 000 Rwf,"Kigali, Kabeza",450Sqm,,,,,,,
37 000 000 Rwf,37M kimironko,/,4.0,3.0,,Yes,,,
70 000 000 Rwf,kanombe @70.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
43 000 000 Rwf,www.Gobelandhouse.com is selling a house at Kanombe@43millions,20/30m,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,60m kabeza,/,4.0,3.0,,Yes,,,
41 000 000 Rwf,"KIGALI,GIKONDO",/,4.0,3.0,,,,Yes,Yes
130 000 000 Rwf,Kimironko house for sale@130 millions,30/35P,6.0,4.0,Yes,,,Yes,Yes
120 000 000 Rwf,Kibagabaga:kivuproperty.com,20mx25m,5.0,4.0,,,,,
55 000 000 Rwf,MASAKA HOUSE FOR SALE@55 MILLIONS,25/25m,3.0,3.0,,,,Yes,Yes
85 000 000 Rwf,85M KIBAGABAGA,20mx30m,4.0,3.0,,,,,Yes
65 000 000 Rwf,kigali kicukiro,25/30m,4.0,3.0,,,,Yes,Yes
100 000 000 Rwf,100M GIKONDO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Rwf,"www.gobelandhouse.com,kicukiro @50 millions",25/20m,,1.0,,,,Yes,Yes
43 000 000 Rwf,Kigali gisozi,800Sqm,4.0,3.0,,,Yes,,Yes
3 000 000 Rwf,kigali/Gasabo,/,,1.0,,,,,
65 000 000 Rwf,65M KIBAGABAGA,20mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
68 000 000 Rwf,kigali,/,,3.0,,,,,
110 000 000 Rwf,kibagabaga @110.000.000 Rwf,35/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,55M KIMIRONKO ,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3 000 000 Rwf,kigali-GASOGI,/,,,,,,,
50 000 000 Rwf,Kabuga,,2.0,2.0,Yes,,Yes,Yes,Yes
120 000 000 Rwf,kigali gacuriro,25/30m,4.0,3.0,,,,Yes,Yes
14 000 000 Rwf,Kigalidealer.com,500Sqm,5.0,2.0,,,Yes,,Yes
38 000 000 Rwf,Kimironko,28mx38m,,,,,,,
40 000 000 Rwf,40M GISOZI,20mx30m,4.0,2.0,,,,,
20 000 000 Rwf,Kigali,/,4.0,3.0,,,,,
38 000 000 Rwf,38M KANOMBE,25m/30m,4.0,3.0,,,,Yes,Yes
115 000 000 Rwf,"Kibagabaga, Kigali",,5.0,4.0,Yes,Yes,Yes,Yes,
85 000 000 Rwf,"Kigali, Kicukiro",/,4.0,1.0,,Yes,,,
37 000 000 Rwf,MASAKA HOUSE FOR SALE@37 MILLIONS,20/25m,,1.0,,,,Yes,Yes
43 000 000 Rwf,43m kanombe,20mx30m,4.0,3.0,,,,,
250 000 000 Rwf,www.gobeland.com Gacuriro @250.000.000 Rwf,30/30m,6.0,5.0,,,,Yes,Yes
55 000 000 Rwf,kigali remera,20/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,35M KIMIRONKO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
46 000 000 Rwf,kigali-kanombe@festus,600sqm,4.0,1.0,,,,,Yes
250 000 000 Rwf,"Kigali, Gacuriro",,4.0,4.0,Yes,Yes,Yes,Yes,
48 000 000 Rwf,www.gobeland.com/ kanombe@ 48 millions,25/20m,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,kigali kanombe,25/25m,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,kimironko @60.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
25 000 000 Rwf,25m gikondo,,4.0,1.0,Yes,Yes,Yes,Yes,Yes
44 000 000 Rwf,kanombe,/,4.0,3.0,,Yes,,,
130 000 000 Rwf,kigali gacuriro,27/30m,5.0,5.0,,,,Yes,Yes
55 000 000 Rwf,Kabeza house for sale@55 millions,30/20P,4.0,3.0,Yes,,,Yes,Yes
18 000 000 Rwf,KABUGA,/,,,,,,,
50 000 000 Rwf,50m kagarama,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
75 000 000 Rwf,KIGALI-KICUKIRO,,4.0,3.0,,,Yes,Yes,Yes
55 000 000 Rwf,55m kimironko,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Rwf,65m kimironko,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Rwf,kigali--kibagabaga,25mx30m,4.0,3.0,,,,,
70 000 000 Rwf,kigali,30mx20m,4.0,3.0,,,,,
65 000 000 Rwf,65M GISOZI,25mx30m,4.0,3.0,Yes,Yes,Yes,Yes,Yes
35 000 000 Rwf,35M KABUGA,15mx20m,4.0,2.0,,,,Yes,Yes
75 000 000 Rwf,kigali kimironko,/,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,kigali-kanombe-festus,20x35m,5.0,3.0,,,,,
230 000 000 Rwf,230M KAGARAMA,,5.0,4.0,Yes,Yes,Yes,Yes,Yes
120 000 000 Rwf,kigali-kibagabaga @120 millions,25/25m,5.0,4.0,,,,Yes,
350 000 000 Rwf,Kiyovu,3338sqm,5.0,2.0,,Yes,,Yes,
7 000 000 Rwf,kigali@festus,15m/20m,,,,,,,
$ 43 520,Rwamagana,/20,,1.0,,,,,Yes
20 000 000 Rwf,kigali,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Rwf,"www.gobelandhouse.com,kanombe@55 millions",25/30â,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,kanombe,400sqm,4.0,3.0,,,,Yes,
30 000 000 Rwf,30M GACURIRO,20mx30m,4.0,3.0,,,,,
47 000 000 Rwf,www.kigalidealer.com,500sqm,4.0,3.0,,,,Yes,
120 000 000 Rwf,120m gikondo,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
53 000 000 Rwf,www.gobeland.com/ kanombe@53 millions,25/30m,4.0,3.0,,,,Yes,Yes
70 000 000 Rwf,www.kigalidealer.com,30/20p,3.0,3.0,,Yes,,Yes,Yes
150 000 000 Rwf,150M kimironko,,5.0,3.0,Yes,Yes,Yes,Yes,Yes
180 000 000 Rwf,180M KIBAGABAGA,/,4.0,3.0,,,,Yes,
140 000 000 Rwf,"kicukiro, house for sale @140.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
130 000 000 Rwf,kigali,/,3.0,3.0,,Yes,,,
75 000 000 Rwf,"kicukiro, house for sale @75.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
150 000 000 Rwf,"Kibagabaga house for sale, 150 millions",20/25P,5.0,4.0,Yes,,,Yes,Yes
160 000 000 Rwf,"Kibagabaga, Kigali",,5.0,5.0,Yes,Yes,Yes,Yes,
110 000 000 Rwf,KABUGA,/,,,,,,,
45 000 000 Rwf,Gisozi:kivuproperty.com,25mx30m,4.0,2.0,,,,,
250 000 000 Rwf,kigali,/,4.0,3.0,,,,Yes,
350 000 000 Rwf,Kiyovu,3338sqm,5.0,2.0,,Yes,,Yes,
55 000 000 Rwf,kigali kanombe,/,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,Kimironko house for sale@60 millions,30/25m,,1.0,,,,Yes,Yes
52 000 000 Rwf,"www.gobeland.com,kanombe @52 millions",25/20m,,1.0,,,,Yes,Yes
350 000 000 Rwf,kiyovu,3338sqm,5.0,2.0,,Yes,,Yes,
35 000 000 Rwf,35m kanombe,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Rwf,"www.gobeland.com,kicukiro @50 millions",25/20m,,1.0,,,,Yes,Yes
42 000 000 Rwf,Kigali ,20/16C,4.0,3.0,,,,Yes,
75 000 000 Rwf,kigali kimironko,/,5.0,3.0,,,,Yes,Yes
30 000 000 Rwf,30m kimironko,20mx30m,4.0,3.0,,,,,
110 000 000 Rwf,kigali,,5.0,4.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Rwf,"www.gobeland.com,Gisozi @60 millions",25/30m,,1.0,,,,Yes,Yes
40 000 000 Rwf,40m remera,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
130 000 000 Rwf,kimihurura:kivuproperty.com,/,3.0,3.0,,,,Yes,
47 000 000 Rwf,kigali kanombe,25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,50m kagarama,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Rwf,"kicukiro, house for sale @60.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
150 000 000 Rwf,150M GACURIRO,20mx30m,4.0,3.0,,,,,
42 000 000 Rwf,Kabuga:kivuproperty.com,30mx30m,4.0,2.0,,,,,
27 000 000 Rwf,27m masaka,30mx40m,3.0,2.0,Yes,Yes,Yes,Yes,
30 000 000 Rwf,kabuga/,610sqm,4.0,3.0,,,,Yes,Yes
45 000 000 Rwf,45M KARUMUNA,20mx30m,4.0,2.0,,,,,
55 000 000 Rwf,kigali--kimironko,25mx30m,4.0,2.0,,,,Yes,Yes
140 000 000 Rwf,"IGALI ,KIBAGABAGA",/,5.0,4.0,,Yes,,,
110 000 000 Rwf,KIGALI CITY,,4.0,3.0,Yes,Yes,Yes,Yes,
50 000 000 Rwf,Kabuga,,2.0,2.0,Yes,,Yes,Yes,Yes
220 000 000 Rwf,kigali,20mx30m,6.0,5.0,,,,,Yes
145 000 000 Rwf,"Kibagabaga, Kigali",,5.0,4.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Rwf,Kanombe house for sale@55 millions,25/20m,4.0,3.0,,,,Yes,Yes
53 000 000 Rwf,Remera@festus,/,4.0,3.0,,,,,
85 000 000 Rwf,85M CAIMAN,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Rwf,kigali -kinyinya,/,4.0,3.0,,,,,Yes
130 000 000 Rwf,kigali ,30mx30m,5.0,4.0,,,,,
80 000 000 Rwf,Kigali gisozi ,800Sqm,4.0,3.0,,,Yes,,Yes
170 000 000 Rwf,www.gobeland.com/ kicukiro@ 170 millions,35/30m,5.0,3.0,,,,Yes,Yes
28 000 000 Rwf,Kinyinya,/,3.0,1.0,,,,Yes,Yes
65 000 000 Rwf,65M NIBOYI,/,4.0,3.0,,Yes,,,Yes
100 000 000 Rwf,100M KIBAGABAGA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Rwf,"www.gobelandhouse.com,Kimironko@55 millions",25/30m,,1.0,,,,Yes,Yes
120 000 000 Rwf,kacyiru:kivuproperty.com,/,4.0,3.0,,Yes,,Yes,
75 000 000 Rwf,"KICUKIRO,NIBOYI",/,4.0,3.0,,Yes,,Yes,Yes
25 000 000 Rwf,kigali-kicukiro-festus,20x15m,,,,,,,
25 000 000 Rwf,25m gikondo,20mx30m,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,kicukiro house for sale @60 millions,20x30 ,4.0,3.0,Yes,,,,Yes
120 000 000 Rwf,Kibagabaga:kivuproperty.com,/,5.0,3.0,,Yes,,,
60 000 000 Rwf,kimironko @60.000.000 Rwf,25/30m,4.0,2.0,,,,Yes,Yes
35 000 000 Rwf,kigali@kivuproperty.com,20m/40m,,,,,,,
60 000 000 Rwf,www.gobeland.com/ kanombe@ 65 millions,25/30m,4.0,3.0,,,,Yes,Yes
80 000 000 Rwf,80M KIMIRONKO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
38 000 000 Rwf,38M GISOZI,20mx30m,4.0,3.0,,,,,
65 000 000 Rwf,Kanombe house for sale@65 millions,25/20m,4.0,3.0,,,,Yes,Yes
70 000 000 Rwf,KICUKIRO,/,5.0,,,,,,
230 000 000 Rwf,"kicukiro, house for sale @230.000.000 Rwf",25/30m,6.0,5.0,,,,Yes,Yes
100 000 000 Rwf,kigali-kibagabaga-festus,20mx25m,4.0,3.0,,,,,Yes
140 000 000 Rwf,"kimironko house for sale 4 bedrooms,price:140.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
45 000 000 Rwf,45M KANOMBE,20mx30m,4.0,3.0,,,,,
50 000 000 Rwf,50m kagarama,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
58 000 000 Rwf,www.Gobelandhouse.com is selling a house at Kanombe@58millions,25/30m,4.0,3.0,,,,Yes,Yes
48 000 000 Rwf,www.gobeland.com/ kanombe@48 millions,25/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,65m kagarama,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
132 000 000 Rwf,"KIGALI,KACYIRU",1100sqm,4.0,2.0,,Yes,,Yes,
250 000 000 Rwf,"KIGALI,GACURIRO",/,6.0,5.0,,Yes,,,
95 000 000 Rwf,"kigali-kibagabaga,festus",/,4.0,3.0,,,,,Yes
55 000 000 Rwf,kanombe @55.000.000 Rwf,20/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Rwf,"kibagabaga, @85.000.000 Rwf",25/30m,5.0,3.0,,,,Yes,Yes
100 000 000 Rwf,kigali kibagabaga,25/30m,4.0,3.0,,,,Yes,Yes
100 000 000 Rwf,www.gobeland.com house for sale in kanombe at@100millions,25/25m,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,kicukiro,30/20,3.0,2.0,,,,,
70 000 000 Rwf,ZINDIRO,/,,3.0,Yes,,,Yes,Yes
50 000 000 Rwf,"www.gobeland.com,kicukiro @50 millions",30/20m,,1.0,,,,Yes,Yes
55 000 000 Rwf,55M GISOZI,20mx30m,4.0,3.0,,,,,
